<HTML>
<HEAD><TITLE>OMNIWeb Results</TITLE></HEAD>
<BODY>
<center><font size=5 color=red>OMNIWeb Plus Browser Results </font></center><br>
<B>Listing for omni_min data from 20241009 to 20241012</B><hr><pre>Selected parameters:
 1 BX, nT (GSE, GSM)
 2 BY, nT (GSM)
 3 BZ, nT (GSM)
 4 Vx Velocity,km/s
 5 Vy Velocity, km/s
 6 Vz Velocity, km/s
 7 Proton Density, n/cc
 8 Proton Temperature, K
 9 AE-index, nT
10 AL-index, nT
11 AU-index, nT
12 SYM/H, nT
13 Electric field, mV/m 

YYYY DOY HR MN      1       2       3       4       5       6      7        8     9    10    11    12     13 
2024 283  7  4   -4.06   -0.48   -4.48  -454.6     8.4   -19.1   5.18  166720.   512  -405   107   -60   2.04
2024 283  7  5   -4.55   -2.16   -3.79  -450.9     4.7   -19.3   5.34  168653.   458  -349   109   -60   1.72
2024 283  7  6   -4.82   -2.73   -2.97  -446.1    24.1   -14.6   5.17  151258.   461  -351   110   -60   1.33
2024 283  7  7   -3.38   -2.65   -3.29  -441.2    29.8   -22.7   4.98  140451.   735  -627   108   -60   1.46
2024 283  7  8   -2.69   -2.21   -3.70  -445.0    41.8   -22.5   5.49  178183.   713  -604   109   -60   1.66
2024 283  7  9   -3.26   -2.71   -3.86  -448.4    34.1   -16.9   5.43  152621.   673  -544   129   -59   1.74
2024 283  7 10   -2.46   -2.33   -4.31  -458.1    17.2    -5.9   4.47  141608.   786  -620   166   -59   1.98
2024 283  7 11   -1.41   -1.86   -3.94  -455.4    19.3    -8.5   4.63  142573.   739  -561   178   -58   1.80
2024 283  7 12   -4.08   -2.35   -4.42  -448.5    24.9   -15.6   5.03  144164.   633  -466   167   -58   1.99
2024 283  7 13   -2.79   -2.20   -4.12  -445.8    42.7   -30.3   5.02   99431.   548  -400   148   -57   1.85
2024 283  7 14   -4.49   -2.94   -3.57  -445.8    42.7   -30.3   5.02   99431.   471  -331   140   -56   1.60
2024 283  7 15    2.59   -0.80   -5.56  -488.0    15.4   -12.8   5.00  145498.   431  -293   138   -56   2.72
2024 283  7 16    2.79   -0.67   -5.43  -488.0    15.4   -12.8   5.00  145498.   400  -256   144   -56   2.65
2024 283  7 17    2.95   -0.98   -5.42  -486.0     8.9    -9.4   5.03  154285.   395  -238   157   -57   2.63
2024 283  7 18    1.92   -1.44   -5.40  -486.0     8.9    -9.4   5.03  154290.   415  -254   161   -57   2.62
2024 283  7 19    1.59   -2.30   -5.21  -485.8     9.2    -9.2   5.03  154348.   387  -226   161   -58   2.53
2024 283  7 20    1.08   -1.93   -5.47  -478.3    19.0    -1.7   4.93  156190.   489  -332   157   -58   2.62
2024 283  7 21    1.22   -2.93   -4.86  -478.3    19.0    -1.7   4.93  156190.   397  -254   143   -57   2.33
2024 283  7 22    0.81   -1.73   -5.56 99999.9 99999.9 99999.9 999.99 9999999.   523  -396   127   -57 999.99
2024 283  7 23    1.12   -0.83   -5.71 99999.9 99999.9 99999.9 999.99 9999999.   484  -360   124   -57 999.99
2024 283  7 24    1.12   -0.84   -5.71 99999.9 99999.9 99999.9 999.99 9999999.   457  -331   126   -56 999.99
2024 283  7 25 9999.99 9999.99 9999.99 99999.9 99999.9 99999.9 999.99 9999999.   361  -220   141   -56 999.99
2024 283  7 26 9999.99 9999.99 9999.99 99999.9 99999.9 99999.9 999.99 9999999.   359  -209   150   -56 999.99
2024 283  7 27    3.07   -0.53   -5.10 99999.9 99999.9 99999.9 999.99 9999999.   364  -214   150   -56 999.99
2024 283  7 28 9999.99 9999.99 9999.99 99999.9 99999.9 99999.9 999.99 9999999.   359  -220   139   -56 999.99
2024 283  7 29   -2.04    0.17   -4.90 99999.9 99999.9 99999.9 999.99 9999999.   343  -216   127   -56 999.99
2024 283  7 30   -0.82   -1.25   -5.32  -453.3    18.9   -10.5   4.14  143959.   340  -220   120   -56   2.41
2024 283  7 31   -2.28   -0.64   -4.96  -453.3    18.9   -10.5   4.14  143959.   359  -230   129   -56   2.25
2024 283  7 32   -3.03   -2.61   -4.95  -453.3    18.9   -10.5   4.14  143959.   366  -226   140   -56   2.25
2024 283  7 33    0.88    0.40   -5.87 99999.9 99999.9 99999.9 999.99 9999999.   362  -224   138   -57 999.99
2024 283  7 34   -2.57   -0.55   -4.85 99999.9 99999.9 99999.9 999.99 9999999.   376  -244   132   -57 999.99
2024 283  7 35   -3.14   -2.94   -4.70 99999.9 99999.9 99999.9 999.99 9999999.   365  -238   127   -57 999.99
2024 283  7 36   -0.23    0.59   -5.60  -475.7    -0.2   -11.4   4.82  144254.   364  -232   132   -56   2.67
2024 283  7 37    0.32    0.38   -3.98  -475.7    -0.2   -11.4   4.82  144254.   363  -217   146   -56   1.89
2024 283  7 38   -0.81    1.63   -4.99 99999.9 99999.9 99999.9 999.99 9999999.   356  -205   151   -56 999.99
2024 283  7 39    1.72    1.55   -4.68 99999.9 99999.9 99999.9 999.99 9999999.   360  -205   155   -55 999.99
2024 283  7 40    0.06   -0.31   -5.13 99999.9 99999.9 99999.9 999.99 9999999.   375  -215   160   -55 999.99
2024 283  7 41    1.11    1.55   -4.61  -473.0   -29.2   -16.3   6.35  224162.   377  -219   158   -55   2.19
2024 283  7 42   -0.01    1.87   -4.85  -473.0   -29.2   -16.3   6.35  224162.   382  -215   167   -55   2.30
2024 283  7 43   -1.66   -0.13   -4.61  -453.2     6.7   -14.3   4.25   82487.   389  -210   179   -55   2.09
2024 283  7 44   -2.70   -1.97   -4.45  -452.8     7.5   -14.3   4.20   79282.   400  -223   177   -55   2.02
2024 283  7 45   -0.74   -0.74   -5.08 99999.9 99999.9 99999.9 999.99 9999999.   398  -226   172   -55 999.99
2024 283  7 46    0.89    0.68   -5.27 99999.9 99999.9 99999.9 999.99 9999999.   386  -221   165   -55 999.99
2024 283  7 47   -2.13   -1.61   -4.82 99999.9 99999.9 99999.9 999.99 9999999.   394  -228   166   -56 999.99
2024 283  7 48   -2.09   -1.47   -4.50 99999.9 99999.9 99999.9 999.99 9999999.   405  -230   175   -56 999.99
2024 283  7 49   -3.38   -1.74   -4.30  -469.9    -1.4    -8.5   5.35  173684.   420  -237   183   -57   2.02
2024 283  7 50   -1.69   -1.14   -5.02  -465.3     2.2    -9.2   5.19  171309.   417  -234   183   -58   2.34
2024 283  7 51    0.58    0.04   -5.92  -457.3    11.5    -9.8   4.66  160140.   485  -300   185   -58   2.71
2024 283  7 52   -0.35   -0.60   -5.32  -473.3     3.7    -6.4   4.80  157820.   458  -276   182   -58   2.52
2024 283  7 53   -0.60   -0.45   -5.48  -468.9     3.8   -12.5   4.32  123878.   409  -226   183   -58   2.57
2024 283  7 54   -1.32   -0.68   -5.28  -468.9     3.8   -12.5   4.32  123878.   411  -224   187   -58   2.48
2024 283  7 55   -0.38   -0.34   -5.33  -470.3     0.2   -10.6   4.46  141840.   414  -230   184   -58   2.51
2024 283  7 56   -0.06    0.04   -5.25  -470.7    -0.8   -10.1   4.50  146866.   423  -235   188   -58   2.47
2024 283  7 57    0.17    2.10   -4.33  -470.7    -0.8   -10.1   4.50  146866.   445  -241   204   -59   2.04
2024 283  7 58   -1.48    4.42   -3.19  -466.6     0.6   -37.8   4.78  128798.   446  -240   206   -59   1.49
2024 283  7 59   -1.95    4.28   -3.17  -466.6     0.6   -37.8   4.78  128798.   436  -238   198   -59   1.48
2024 283  8  0   -2.94    3.36   -3.54  -466.6     0.6   -37.8   4.78  128798.   430  -230   200   -59   1.66
2024 283  8  1   -2.91    2.60   -4.04 99999.9 99999.9 99999.9 999.99 9999999.   411  -223   188   -59 999.99
2024 283  8  2   -3.39    1.64   -4.19  -449.8    -2.8   -21.4   5.03  119106.   397  -221   176   -59   1.89
2024 283  8  3   -3.35    1.44   -4.24  -449.8    -2.8   -21.4   5.03  119106.   391  -212   179   -59   1.91
2024 283  8  4   -3.63    1.04   -4.20  -449.8    -2.8   -21.4   5.03  119106.   389  -213   176   -59   1.89
2024 283  8  5   -3.74    1.13   -4.16 99999.9 99999.9 99999.9 999.99 9999999.   387  -215   172   -59 999.99
2024 283  8  6   -3.33    1.03   -4.42 99999.9 99999.9 99999.9 999.99 9999999.   396  -212   184   -59 999.99
2024 283  8  7   -3.80   -1.05   -3.84  -444.5    21.1   -15.4   4.88  150827.   393  -206   187   -59   1.71
2024 283  8  8   -3.13   -2.95   -4.14  -444.5    21.1   -15.4   4.88  150827.   399  -198   201   -58   1.84
2024 283  8  9   -3.41   -1.66   -4.46  -444.5    21.1   -15.4   4.88  150827.   404  -189   215   -59   1.99
2024 283  8 10   -3.80   -0.94   -4.28 99999.9 99999.9 99999.9 999.99 9999999.   402  -185   217   -59 999.99
2024 283  8 11   -3.93   -1.58   -3.84 99999.9 99999.9 99999.9 999.99 9999999.   405  -192   213   -59 999.99
2024 283  8 12   -4.01   -0.80   -3.91  -444.7    26.6    -7.5   4.91  123823.   410  -197   213   -59   1.74
2024 283  8 13   -4.07   -0.38   -3.90  -444.7    26.6    -7.5   4.91  123823.   422  -200   222   -59   1.74
2024 283  8 14   -3.92   -0.04   -4.11 99999.9 99999.9 99999.9 999.99 9999999.   414  -196   218   -60 999.99
2024 283  8 15   -4.05    0.82   -3.83 99999.9 99999.9 99999.9 999.99 9999999.   394  -195   199   -60 999.99
2024 283  8 16   -3.38    2.28   -3.54  -452.0   -12.6   -26.5   5.28  144512.   369  -191   178   -60   1.60
2024 283  8 17   -3.25    2.71   -3.45  -446.6    -5.3   -23.8   5.14  134412.   350  -181   169   -60   1.54
2024 283  8 18   -3.30    2.73   -3.58  -441.5     1.8   -21.3   5.02  124520.   342  -171   171   -60   1.58
2024 283  8 19   -4.16    1.36   -3.48  -452.9   -11.7   -32.0   4.80  124371.   331  -161   170   -60   1.58
2024 283  8 20   -3.48    2.29   -3.73  -452.9   -11.7   -32.0   4.80  124371.   323  -155   168   -59   1.69
2024 283  8 21   -4.03    0.55   -3.96 99999.9 99999.9 99999.9 999.99 9999999.   313  -153   160   -59 999.99
2024 283  8 22   -3.96    0.96   -3.84 99999.9 99999.9 99999.9 999.99 9999999.   315  -157   158   -59 999.99
2024 283  8 23   -4.61   -0.08   -3.41 99999.9 99999.9 99999.9 999.99 9999999.   316  -156   160   -58 999.99
2024 283  8 24   -4.61    0.43   -3.30  -443.4     7.6   -21.4   5.09  149320.   356  -188   168   -59   1.47
2024 283  8 25   -5.08    1.08   -2.55  -443.4     7.6   -21.4   5.09  149320.   443  -272   171   -59   1.13
2024 283  8 26   -5.09    1.51   -1.92  -441.0     2.1   -39.8   5.07  125250.   404  -226   178   -58   0.85
2024 283  8 27   -4.85    1.59   -2.21  -441.1     1.3   -39.3   5.10  129363.   405  -212   193   -58   0.98
2024 283  8 28   -4.01    2.19   -2.69  -446.3    -7.7   -34.1   5.11  143514.   471  -273   198   -58   1.20
2024 283  8 29   -3.78    2.03   -3.26  -456.8   -21.6   -26.5   5.01  150706.   629  -443   186   -59   1.49
2024 283  8 30   -3.95    1.71   -3.00  -449.1    -4.7   -34.8   5.08  134717.   678  -498   180   -58   1.35
2024 283  8 31   -4.05    0.55   -2.94  -449.3    -5.1   -34.9   5.07  134732.   588  -399   189   -58   1.33
2024 283  8 32   -3.49    0.79   -3.28  -440.9     6.3   -31.1   4.55   92258.   566  -376   190   -58   1.45
2024 283  8 33   -3.69    2.10   -2.81  -450.0    -6.0   -42.2   4.69  106392.   525  -334   191   -57   1.27
2024 283  8 34   -3.22   -0.38   -3.50  -458.2    -4.9   -25.2   4.98  134285.   514  -327   187   -57   1.61
2024 283  8 35   -4.28   -0.13   -2.43  -446.7     7.5   -30.0   4.91  122800.   481  -269   212   -57   1.09
2024 283  8 36   -4.08   -0.58   -2.98  -437.0    14.0   -41.2   4.78  107180.   528  -311   217   -57   1.31
2024 283  8 37   -4.43    1.59   -2.80  -451.7    -1.5   -21.8   5.75  180558.   789  -590   199   -56   1.27
2024 283  8 38   -3.51    1.40   -3.97  -451.7    -1.5   -21.8   5.75  180558.   867  -659   208   -56   1.80
2024 283  8 39   -2.14   -1.78   -4.73 99999.9 99999.9 99999.9 999.99 9999999.   817  -583   234   -55 999.99
2024 283  8 40   -3.12    2.25   -3.72  -460.0    11.5   -14.2   4.41  109073.   690  -429   261   -54   1.71
2024 283  8 41   -4.12    2.17   -1.49  -460.0    11.5   -14.2   4.41  109073.   621  -356   265   -54   0.69
2024 283  8 42   -4.99    1.99   -0.62 99999.9 99999.9 99999.9 999.99 9999999.   604  -346   258   -54 999.99
2024 283  8 43   -4.21    3.48   -0.95 99999.9 99999.9 99999.9 999.99 9999999.   601  -344   257   -53 999.99
2024 283  8 44   -3.87    3.58   -1.71 99999.9 99999.9 99999.9 999.99 9999999.   622  -360   262   -53 999.99
2024 283  8 45   -3.71    3.04   -2.59 99999.9 99999.9 99999.9 999.99 9999999.   657  -378   279   -53 999.99
2024 283  8 46   -3.90    1.56   -3.27  -454.9   -24.9   -38.1   5.15  143782.   686  -384   302   -52   1.49
2024 283  8 47   -3.62    1.41   -3.92  -454.9   -23.8   -36.3   5.14  141373.   710  -401   309   -52   1.79
2024 283  8 48   -4.37   -0.86   -2.82  -454.7   -11.5   -15.1   5.04  113588.   734  -420   314   -52   1.28
2024 283  8 49   -4.41   -0.97   -2.76  -448.3     5.4   -13.3   5.02  114442.   725  -426   299   -51   1.24
2024 283  8 50   -4.82   -1.11   -2.64  -443.1    20.1   -14.5   4.90  113116.   713  -426   287   -51   1.17
2024 283  8 51   -4.43   -1.34   -2.74  -447.6    15.7   -16.4   4.79  118304.   711  -427   284   -51   1.23
2024 283  8 52   -4.92   -1.78   -2.26  -442.9    24.0   -26.6   5.02  125850.   708  -413   295   -52   1.00
2024 283  8 53   -4.75   -1.03   -2.68  -442.3    24.9   -24.1   4.77  109899.   702  -395   307   -51   1.19
2024 283  8 54   -5.05   -1.32   -2.58  -442.6    24.9   -20.5   4.56   98014.   696  -395   301   -52   1.14
2024 283  8 55   -5.04   -1.53   -2.23 99999.9 99999.9 99999.9 999.99 9999999.   699  -393   306   -51 999.99
2024 283  8 56   -4.52   -0.65   -2.60 99999.9 99999.9 99999.9 999.99 9999999.   683  -370   313   -51 999.99
2024 283  8 57   -5.05   -2.78   -1.78  -443.9    42.7   -22.7   4.72  120509.   705  -370   335   -51   0.80
2024 283  8 58   -4.83   -0.93   -2.85  -446.2    26.0   -21.1   4.89  129362.   714  -380   334   -51   1.28
2024 283  8 59   -5.11   -1.35   -2.76  -447.3     5.3   -19.1   4.35   84520.   706  -400   306   -51   1.24
2024 283  9  0   -4.91    0.19   -3.36  -450.2     4.0   -38.7   4.65  105343.   691  -420   271   -52   1.52
2024 283  9  1   -5.28   -0.13   -3.27  -449.0     4.0   -42.2   4.74  110127.   682  -425   257   -51   1.48
2024 283  9  2   -5.36   -0.53   -3.10  -441.7     6.3   -17.3   4.46   85669.   675  -413   262   -51   1.37
2024 283  9  3   -5.39   -0.22   -3.15 99999.9 99999.9 99999.9 999.99 9999999.   666  -400   266   -51 999.99
2024 283  9  4   -5.12    0.25   -3.51  -442.4     1.5   -18.2   4.53   87664.   683  -397   286   -51   1.55
2024 283  9  5   -3.88    2.90   -3.75  -443.3    -3.9   -22.3   4.49   85280.   705  -411   294   -51   1.67
2024 283  9  6   -2.86    4.21   -3.63 99999.9 99999.9 99999.9 999.99 9999999.   728  -431   297   -51 999.99
2024 283  9  7   -3.12    3.50   -4.02  -454.6   -20.3   -25.1   4.54   80601.   711  -417   294   -51   1.83
2024 283  9  8   -3.46    3.16   -3.99  -455.3   -21.1   -27.1   4.60   85052.   721  -431   290   -51   1.82
2024 283  9  9   -4.59    1.72   -3.88  -458.3   -24.1   -35.1   4.82  102874.   731  -434   297   -51   1.79
2024 283  9 10   -3.74    2.15   -4.08  -451.6    -6.2   -21.9   4.61   95389.   723  -414   309   -51   1.84
2024 283  9 11   -4.01    2.71   -3.82  -455.6    -9.2   -22.9   4.65  100776.   715  -398   317   -51   1.74
2024 283  9 12   -2.50    3.97   -3.82  -450.8   -14.1   -27.4   4.90  114370.   722  -394   328   -51   1.73
2024 283  9 13   -3.39    3.31   -4.04  -462.8   -19.0   -32.3   3.55   76111.   724  -398   326   -50   1.88
2024 283  9 14   -1.55    5.53   -2.11  -462.9   -19.0   -32.3   3.54   75816.   748  -416   332   -50   0.98
2024 283  9 15   -1.84    5.02   -3.00  -458.7   -18.9   -34.5   4.41   89164.   749  -411   338   -50   1.38
2024 283  9 16   -1.93    4.21   -3.85  -458.7   -18.9   -34.5   4.41   89164.   743  -407   336   -50   1.77
2024 283  9 17   -3.27    3.99   -3.24  -458.7   -18.9   -34.5   4.41   89164.   741  -407   334   -50   1.49
2024 283  9 18   -3.51    2.67   -4.02  -444.5    -3.0   -17.0   4.48  100809.   724  -392   332   -50   1.79
2024 283  9 19   -2.66    3.44   -2.92  -444.5    -3.0   -17.0   4.48  100809.   736  -402   334   -50   1.30
2024 283  9 20   -0.39    4.95   -0.32  -453.1     3.1   -32.6   4.57  101154.   729  -392   337   -50   0.15
2024 283  9 21   -2.29    3.66   -2.16  -454.4     4.0   -34.9   4.58  101205.   716  -370   346   -50   0.98
2024 283  9 22   -2.99    3.44   -3.12  -435.0   -27.1   -20.9   4.14  107639.   713  -362   351   -51   1.36
2024 283  9 23   -3.07    3.55   -2.88  -435.0   -27.1   -20.9   4.14  107639.   691  -336   355   -51   1.26
2024 283  9 24   -3.41    2.33   -3.75  -429.2   -18.5     0.1   4.71  151904.   672  -313   359   -50   1.61
2024 283  9 25   -3.52    2.17   -4.01  -428.6   -17.7     2.1   4.77  156067.   648  -293   355   -50   1.72
2024 283  9 26   -2.76    3.66   -2.69  -428.6   -17.7     2.1   4.77  156067.   615  -276   339   -50   1.15
2024 283  9 27   -1.34    5.59   -1.14 99999.9 99999.9 99999.9 999.99 9999999.   586  -274   312   -50 999.99
2024 283  9 28   -0.03    5.37   -1.82 99999.9 99999.9 99999.9 999.99 9999999.   582  -282   300   -51 999.99
2024 283  9 29   -3.34    4.87   -0.27 99999.9 99999.9 99999.9 999.99 9999999.   597  -294   303   -50 999.99
2024 283  9 30   -1.09    5.67    0.33 99999.9 99999.9 99999.9 999.99 9999999.   627  -288   339   -51 999.99
2024 283  9 31   -1.68    5.71    1.37  -448.6    -6.8   -73.2   4.48  110051.   633  -297   336   -51  -0.62
2024 283  9 32   -1.78    5.79    0.80  -448.6    -6.8   -73.2   4.48  110051.   661  -312   349   -52  -0.36
2024 283  9 33   -0.67    5.95    1.08 99999.9 99999.9 99999.9 999.99 9999999.   662  -306   356   -52 999.99
2024 283  9 34   -1.87    5.82    0.61  -451.2    -6.4   -53.7   4.56   97965.   673  -311   362   -52  -0.28
2024 283  9 35   -2.93    5.47   -0.20  -451.2    -6.4   -53.7   4.56   97965.   677  -319   358   -52   0.09
2024 283  9 36   -3.45    4.88   -1.07 99999.9 99999.9 99999.9 999.99 9999999.   663  -318   345   -53 999.99
2024 283  9 37   -1.97    5.68    0.37 99999.9 99999.9 99999.9 999.99 9999999.   631  -305   326   -53 999.99
2024 283  9 38   -1.71    5.79   -0.21  -449.1   -11.8   -48.0   4.83  105405.   607  -291   316   -54   0.09
2024 283  9 39 9999.99 9999.99 9999.99  -449.1   -11.8   -48.0   4.83  105405.   619  -300   319   -54 999.99
2024 283  9 40   -1.53    5.74   -0.73 99999.9 99999.9 99999.9 999.99 9999999.   628  -305   323   -54 999.99
2024 283  9 41   -5.51    0.36   -3.03 99999.9 99999.9 99999.9 999.99 9999999.   617  -292   325   -54 999.99
2024 283  9 42   -3.60    3.35   -1.89 99999.9 99999.9 99999.9 999.99 9999999.   596  -265   331   -55 999.99
2024 283  9 43   -5.50    0.34   -3.02 99999.9 99999.9 99999.9 999.99 9999999.   570  -255   315   -55 999.99
2024 283  9 44   -3.94    3.02   -2.02  -429.2     2.3    -9.1   4.67   66076.   546  -266   280   -55   0.87
2024 283  9 45   -4.66    2.26   -3.18  -430.7    -2.7   -11.1   4.56   77452.   536  -276   260   -55   1.37
2024 283  9 46   -4.60    1.91   -2.87  -432.5    -8.8   -13.5   4.42   91296.   534  -278   256   -55   1.24
2024 283  9 47   -4.97    2.05   -1.38  -434.3    -7.9    -3.1   4.46   90003.   522  -273   249   -55   0.60
2024 283  9 48   -4.46    2.44   -0.74  -434.3    -7.9    -3.1   4.46   90003.   511  -272   239   -55   0.32
2024 283  9 49   -5.41    0.58   -1.67 99999.9 99999.9 99999.9 999.99 9999999.   499  -272   227   -54 999.99
2024 283  9 50   -5.24    0.59   -2.80  -427.2     8.5    -9.4   4.22   81620.   499  -270   229   -54   1.20
2024 283  9 51   -4.76    1.89   -0.80  -427.5     8.1   -13.2   4.23   81952.   486  -267   219   -54   0.34
2024 283  9 52   -4.93    1.70   -1.78  -431.3     2.4   -66.8   4.30   86582.   535  -322   213   -54   0.78
2024 283  9 53   -5.16   -1.43   -2.83  -424.5    15.1    -6.2   4.38  119256.   505  -297   208   -54   1.21
2024 283  9 54   -4.84   -1.97   -2.91  -424.4    22.2     2.4   4.20  117547.   496  -297   199   -54   1.24
2024 283  9 55   -4.51   -2.23   -2.90  -425.4    18.8     3.5   3.97   95826.   467  -268   199   -54   1.24
2024 283  9 56   -4.28    0.21   -2.80  -428.4    21.0    -6.2   4.49  117062.   494  -291   203   -54   1.20
2024 283  9 57   -3.83    1.89   -3.08  -427.8    15.9    -9.2   4.36   95179.   474  -271   203   -53   1.32
2024 283  9 58   -3.73    2.89   -3.03  -432.8    16.9    -6.3   4.41   77158.   497  -305   192   -53   1.32
2024 283  9 59   -2.90    2.81   -2.80  -451.9   -28.5   -27.0   4.36   77033.   463  -282   181   -54   1.27
2024 283 10  0   -2.46    3.14   -3.20  -447.0   -30.0   -28.5   4.43   93062.   434  -265   169   -53   1.44
2024 283 10  1   -2.83    2.19   -2.81  -447.0   -30.0   -28.5   4.43   93062.   472  -265   207   -53   1.26
2024 283 10  2   -1.46    5.31   -2.84 99999.9 99999.9 99999.9 999.99 9999999.   526  -257   269   -52 999.99
2024 283 10  3   -1.68    4.34   -2.56  -430.2    19.9    -7.5   3.99   80032.   540  -253   287   -51   1.10
2024 283 10  4   -2.68    1.64   -2.62  -451.4   -23.5   -25.6   4.44   83672.   499  -253   246   -51   1.19
2024 283 10  5   -0.23    5.09   -3.63  -451.3   -31.2   -31.6   4.69   81479.   459  -252   207   -50   1.65
2024 283 10  6   -0.36    5.30   -3.36  -455.1   -26.0   -23.4   4.28   72974.   442  -265   177   -48   1.53
2024 283 10  7   -1.01    5.30   -3.45  -455.5   -18.0   -23.7   4.34   78225.   442  -286   156   -48   1.58
2024 283 10  8   -0.73    5.43   -3.41  -455.1   -30.8   -30.8   4.07   67977.   426  -298   128   -48   1.56
2024 283 10  9   -0.76    5.79   -2.64  -455.1   -30.8   -30.8   4.07   67977.   505  -311   194   -48   1.21
2024 283 10 10   -0.16    6.12   -1.82  -456.7   -32.0   -34.6   4.43   84408.   530  -315   215   -48   0.84
2024 283 10 11   -0.95    4.88   -3.86  -455.5   -33.1   -26.7   4.36   81181.   528  -313   215   -47   1.77
2024 283 10 12   -0.72    5.36   -3.07  -454.4   -31.2   -28.7   4.10   72908.   554  -312   242   -47   1.40
2024 283 10 13   -1.81    4.75   -3.80  -455.3   -26.7   -46.1   3.91   68872.   592  -314   278   -47   1.74
2024 283 10 14   -1.88    4.66   -3.86  -443.0   -26.0   -21.8   4.37   98746.   582  -315   267   -47   1.71
2024 283 10 15   -1.64    5.08   -2.85  -444.6   -25.4   -23.2   4.37   94377.   584  -318   266   -46   1.27
2024 283 10 16   -1.62    3.25   -4.54  -449.6   -23.4   -27.6   4.38   80380.   595  -319   276   -46   2.05
2024 283 10 17   -0.94    5.50   -2.58  -450.7   -17.1   -23.9   4.70   93264.   610  -317   293   -46   1.17
2024 283 10 18   -1.83    4.86   -2.85  -448.9   -20.0   -17.2   4.42   86244.   606  -316   290   -46   1.29
2024 283 10 19   -1.69    3.72   -3.61  -445.2   -34.1   -19.9   4.01   74550.   594  -303   291   -46   1.62
2024 283 10 20   -1.81    3.77   -3.75  -441.7   -27.6   -29.1   4.73   95305.   574  -282   292   -46   1.66
2024 283 10 21   -2.29    4.42   -3.04  -441.7   -27.6   -29.1   4.73   95305.   579  -264   315   -47   1.35
2024 283 10 22   -1.45    4.82   -2.25 99999.9 99999.9 99999.9 999.99 9999999.   552  -254   298   -46 999.99
2024 283 10 23   -3.00    3.09   -4.40  -433.2   -48.4    -7.8   4.03   79019.   541  -259   282   -47   1.92
2024 283 10 24   -3.00    1.02   -5.25  -433.4   -43.0    -7.5   4.09   81103.   529  -259   270   -46   2.29
2024 283 10 25   -2.03    2.59   -5.22  -452.4   -11.9    16.1   4.00   85190.   509  -258   251   -46   2.37
2024 283 10 26   -2.21    2.54   -5.33  -443.5   -29.2    -0.5   4.04   88691.   491  -245   246   -46   2.37
2024 283 10 27   -1.99    2.42   -5.47  -442.4   -31.2    -2.4   4.04   89025.   490  -228   262   -47   2.43
2024 283 10 28   -1.12    0.78   -5.71 99999.9 99999.9 99999.9 999.99 9999999.   485  -223   262   -47 999.99
2024 283 10 29   -1.15    0.99   -6.03  -440.1   -26.8     8.8   4.19   89350.   468  -219   249   -48   2.66
2024 283 10 30   -1.67    1.33   -5.85  -447.9   -22.5    11.1   4.22   94380.   463  -222   241   -48   2.62
2024 283 10 31   -1.98    1.11   -5.78  -450.5   -21.0    11.9   4.24   96095.   472  -237   235   -48   2.61
2024 283 10 32   -1.67    1.39   -5.87 99999.9 99999.9 99999.9 999.99 9999999.   476  -235   241   -49 999.99
2024 283 10 33   -1.88    1.08   -5.79  -443.4   -15.0    11.6   3.98   76288.   493  -235   258   -49   2.57
2024 283 10 34   -2.07    0.26   -5.71  -443.4   -15.0    11.6   3.98   76288.   503  -245   258   -49   2.53
2024 283 10 35   -0.36    2.73   -5.53  -443.4   -15.0    11.6   3.98   76288.   507  -253   254   -49   2.45
2024 283 10 36    0.56    2.05   -5.82  -455.2   -32.4     6.0   4.54  106392.   512  -262   250   -50   2.66
2024 283 10 37    0.62    1.04   -6.11  -458.0   -30.3     4.3   4.10   87768.   497  -247   250   -50   2.81
2024 283 10 38    0.49    0.15   -6.02  -456.1   -25.9    12.9   4.67   88559.   484  -242   242   -50   2.75
2024 283 10 39    0.61   -0.09   -6.40  -460.4   -16.6    18.9   4.10   86108.   472  -240   232   -50   2.95
2024 283 10 40    0.21    0.77   -5.97  -462.2   -12.3    19.0   4.08   90451.   481  -257   224   -50   2.76
2024 283 10 41   -0.38    0.98   -6.17  -462.4    -9.7    17.1   4.19   95629.   513  -285   228   -50   2.86
2024 283 10 42   -0.29    1.03   -5.92  -462.9    -6.0    14.6   4.30  101998.   553  -314   239   -50   2.74
2024 283 10 43    0.02   -0.46   -6.27 99999.9 99999.9 99999.9 999.99 9999999.   562  -333   229   -50 999.99
2024 283 10 44    0.42   -1.11   -6.06  -458.7    -4.0    20.7   3.86   77165.   557  -341   216   -49   2.78
2024 283 10 45    0.11   -0.45   -6.29  -458.8    -4.3    20.7   3.87   77621.   566  -354   212   -49   2.89
2024 283 10 46    0.46   -0.49   -6.16 99999.9 99999.9 99999.9 999.99 9999999.   581  -368   213   -50 999.99
2024 283 10 47 9999.99 9999.99 9999.99 99999.9 99999.9 99999.9 999.99 9999999.   586  -388   198   -49 999.99
2024 283 10 48    0.99   -2.59   -5.46  -466.5     7.7    27.9   4.03   90798.   582  -389   193   -50   2.55
2024 283 10 49    1.15   -3.22   -5.19  -466.5     7.7    27.9   4.03   90798.   596  -391   205   -50   2.43
2024 283 10 50    0.59   -2.81   -5.32  -465.6     7.4    23.2   3.99   87059.   581  -367   214   -50   2.48
